"OCOUNTY","DCOUNTY","trip_mode","tour_purpose","count"
"Detroit","Washtenaw","Total","Visiting",763.1305618
"Detroit","Monroe","Total","University",46.631894328
"Macomb","Washtenaw","Total","Visiting",118.724700885
"St. Clair","Oakland","Total","University",204.006682
"Oakland","St. Clair","Total","University",204.006682
"Oakland","Washtenaw","Total","University",3509.233224491
"Macomb","Washtenaw","Total","University",213.8943055
"Washtenaw","Macomb","Total","University",286.414818899
"Wayne","St. Clair","Total","Visiting",165.3056551
"Monroe","Oakland","Total","Shop",25.830828938
"Oakland","Monroe","Total","Shop",25.830828938
"Detroit","Livingston","Total","Eating Out",455.160401535
"Livingston","Detroit","Total","Eating Out",455.160401535
"Monroe","Macomb","Total","Visiting",19.12160229
"Macomb","Monroe","Total","Visiting",19.12160229
"St. Clair","Wayne","Total","Work",232.284328605
"Oakland","Monroe","Total","University",50.8855332
"Monroe","Oakland","Total","University",50.8855332
"Monroe","Detroit","Total","University",15.3678576
"Monroe","Livingston","Total","Work",17.509114665
"Livingston","Monroe","Total","Work",55.817057441
"Oakland","St. Clair","Total","School",28.2085352
"St. Clair","Washtenaw","Total","Maintenance",55.189384
"Washtenaw","St. Clair","Total","Maintenance",55.189384
"Detroit","St. Clair","Total","Maintenance",554.218112961
"St. Clair","Livingston","Total","Maintenance",244.16474694
"Livingston","St. Clair","Total","Maintenance",244.16474694
"Macomb","Livingston","Total","Visiting",255.33096796
"Livingston","Macomb","Total","Visiting",276.61553326
"Washtenaw","Detroit","Total","Eating Out",363.66550430374
"Detroit","Washtenaw","Total","Eating Out",363.66550430374
"St. Clair","Monroe","Total","Maintenance",31.451499765
"Monroe","Macomb","Total","Maintenance",50.2085367
"Macomb","St. Clair","Total","Work-based",263.100501784
"Detroit","St. Clair","Total","University",168.794229
"Macomb","Monroe","Total","Maintenance",18.757036935
"Livingston","St. Clair","Total","Work",171.694175205
"Livingston","St. Clair","Total","Discretionary",255.311638381
"St. Clair","Livingston","Total","Discretionary",255.311638381
"Monroe","Livingston","Total","Shop",20.4218084
"Monroe","Oakland","Total","Escort",23.6980082
"Oakland","Monroe","Total","Escort",185.3016979
"Livingston","Monroe","Total","Maintenance",92.80134888
"Monroe","Livingston","Total","Maintenance",92.80134888
"Monroe","St. Clair","Total","Visiting",33.040929983
"Monroe","Macomb","Total","Work-based",30.43212018
"Detroit","St. Clair","Total","Discretionary",692.541003966
"St. Clair","Detroit","Total","Discretionary",585.35339231
"St. Clair","Wayne","Total","Visiting",32.22667749
"Livingston","Detroit","Total","University",260.0891235
"St. Clair","Detroit","Total","University",47.6213992
"Monroe","Oakland","Total","Maintenance",169.01763807
"Livingston","Macomb","Total","Eating Out",91.131031481
"Macomb","Livingston","Total","Eating Out",91.131031481
"Washtenaw","Macomb","Total","Shop",88.424672552
"Washtenaw","Macomb","Total","Maintenance",74.974311262
"Macomb","Washtenaw","Total","Escort",41.22391336
"Livingston","Macomb","Total","Escort",41.22391336
"Monroe","St. Clair","Total","Work-based",19.12160229
"St. Clair","Monroe","Total","Work-based",19.12160229
NA,NA,"Total","Total",NA
"Monroe","Monroe","Total","Total",356211.152712526
"Detroit","Detroit","Total","Total",1582865.15788254
"Detroit","Oakland","Total","Total",173482.997717154
"Oakland","Detroit","Total","Total",169620.354436623
"Wayne","Washtenaw","Total","Total",90386.5082089283
"Washtenaw","Monroe","Total","Total",16480.4324371192
"Monroe","Wayne","Total","Total",26242.2639473845
"Wayne","Wayne","Total","Total",3263484.17725733
"Washtenaw","Washtenaw","Total","Total",1160930.80095937
"Detroit","Macomb","Total","Total",107529.888958085
"Macomb","Detroit","Total","Total",115174.305908981
"Oakland","Oakland","Total","Total",3788659.57046713
"Livingston","Livingston","Total","Total",435866.879356281
"Livingston","Wayne","Total","Total",22371.433504155
"Wayne","Livingston","Total","Total",18032.110835312
"Washtenaw","Detroit","Total","Total",7740.50430567186
"Detroit","Washtenaw","Total","Total",7832.14685592686
"Wayne","Macomb","Total","Total",74487.6678450313
"Macomb","Oakland","Total","Total",237602.559505382
"Oakland","Wayne","Total","Total",246069.658594792
"Detroit","Wayne","Total","Total",288810.165552853
"Wayne","Detroit","Total","Total",284020.172265142
"Livingston","Detroit","Total","Total",1871.651398948
"Detroit","Livingston","Total","Total",1744.524724117
"St. Clair","Macomb","Total","Total",45226.0260390655
"Macomb","St. Clair","Total","Total",46181.7314455775
"Macomb","Macomb","Total","Total",2435372.57863203
"St. Clair","St. Clair","Total","Total",462594.914714734
"Oakland","Macomb","Total","Total",239205.12883018
"Livingston","Washtenaw","Total","Total",27051.838773675
"Washtenaw","Livingston","Total","Total",27659.1987724995
"Livingston","Oakland","Total","Total",55527.9569501141
"Oakland","Livingston","Total","Total",58340.3379202209
"Wayne","Oakland","Total","Total",250797.046730242
"St. Clair","Detroit","Total","Total",2256.281566388
"Monroe","Detroit","Total","Total",1944.502251456
"Detroit","Monroe","Total","Total",2629.040415271
"Washtenaw","Oakland","Total","Total",26806.4319325791
"Wayne","Monroe","Total","Total",25296.1174304235
"Washtenaw","Wayne","Total","Total",89581.7920870182
"Monroe","Washtenaw","Total","Total",17751.5122645812
"Oakland","Washtenaw","Total","Total",28429.9253639385
"Macomb","Washtenaw","Total","Total",1806.023946761
"Monroe","Macomb","Total","Total",450.293976168
"Macomb","Monroe","Total","Total",413.229323169
"Macomb","Wayne","Total","Total",73337.1166217901
"Livingston","Macomb","Total","Total",3154.508600486
"Macomb","Livingston","Total","Total",1665.802931375
"Washtenaw","Macomb","Total","Total",2117.448628446
"St. Clair","Oakland","Total","Total",4281.420093606
"Monroe","Oakland","Total","Total",2205.571017879
"Oakland","Monroe","Total","Total",2179.490989368
"Oakland","St. Clair","Total","Total",4940.60514704
"St. Clair","Wayne","Total","Total",1174.461080334
"Livingston","Monroe","Total","Total",504.867158955
"Monroe","Livingston","Total","Total",486.981024579
"Detroit","St. Clair","Total","Total",1924.611107555
"Wayne","St. Clair","Total","Total",886.703267345
"St. Clair","Livingston","Total","Total",696.903081886
"St. Clair","Washtenaw","Total","Total",55.189384
"Washtenaw","St. Clair","Total","Total",55.189384
"Livingston","St. Clair","Total","Total",671.170560526
"St. Clair","Monroe","Total","Total",50.573102055
"Monroe","St. Clair","Total","Total",52.162532273
